date;time;x;y;fx;fy
04/01/2023;11:22:16.515;120;-120;0;0
04/01/2023;11:22:16.577;120;-120;0;0
04/01/2023;11:22:16.640;120;-120;0;0
04/01/2023;11:22:16.702;120;-120;0;0
04/01/2023;11:22:16.765;120;-120;0;0
04/01/2023;11:22:16.827;120;-120;0;0
04/01/2023;11:22:16.890;120;-120;0;0
04/01/2023;11:22:16.952;120;-120;0;59
04/01/2023;11:22:17.015;120;-120;0;59
04/01/2023;11:22:17.077;120;-120;0;59
04/01/2023;11:22:17.140;120;-120;0;59
04/01/2023;11:22:17.202;120;-120;0;59
04/01/2023;11:22:17.265;120;-115;0;206
04/01/2023;11:22:17.327;120;-112;0;206
04/01/2023;11:22:17.390;120;-109;0;206
04/01/2023;11:22:17.452;120;-105;0;206
04/01/2023;11:22:17.515;120;-102;0;206
04/01/2023;11:22:17.577;120;-95;0;285
04/01/2023;11:22:17.640;120;-92;0;285
04/01/2023;11:22:17.702;120;-88;0;285
04/01/2023;11:22:17.765;120;-84;0;285
04/01/2023;11:22:17.827;120;-77;0;285
04/01/2023;11:22:17.890;120;-73;0;280
04/01/2023;11:22:17.952;120;-69;0;280
04/01/2023;11:22:18.015;120;-59;0;280
04/01/2023;11:22:18.077;120;-54;0;280
04/01/2023;11:22:18.140;120;-50;0;280
04/01/2023;11:22:18.202;120;-45;0;272
04/01/2023;11:22:18.265;120;-40;0;272
04/01/2023;11:22:18.328;120;-31;0;272
04/01/2023;11:22:18.390;120;-26;0;272
04/01/2023;11:22:18.452;120;-21;0;272
04/01/2023;11:22:18.515;120;-16;0;272
04/01/2023;11:22:18.577;120;-7;0;256
04/01/2023;11:22:18.640;120;-2;0;256
04/01/2023;11:22:18.703;120;2;0;256
04/01/2023;11:22:18.765;120;6;0;256
04/01/2023;11:22:18.827;120;15;0;235
04/01/2023;11:22:18.890;120;18;0;235
04/01/2023;11:22:18.952;120;22;0;235
04/01/2023;11:22:19.015;120;25;0;235
04/01/2023;11:22:19.077;120;32;0;235
04/01/2023;11:22:19.140;120;35;0;207
04/01/2023;11:22:19.202;120;38;0;207
04/01/2023;11:22:19.265;120;42;0;207
04/01/2023;11:22:19.328;120;48;0;207
04/01/2023;11:22:19.390;120;51;0;207
04/01/2023;11:22:19.453;120;55;0;211
04/01/2023;11:22:19.515;120;58;0;211
04/01/2023;11:22:19.578;120;64;0;211
04/01/2023;11:22:19.640;120;68;0;211
04/01/2023;11:22:19.703;120;71;0;211
04/01/2023;11:22:19.765;120;74;0;201
04/01/2023;11:22:19.828;120;81;0;201
04/01/2023;11:22:19.890;120;84;0;201
